Date,Time,CO_GT,PT08_S1_CO,C6H6_GT,PT08_S2_NMHC,PT08_S3_NOx,NO2_GT,PT08_S4_NO2,PT08_S5_O3,T,RH,AH,AQI
21/1/2005,10:00:00,4.3,1427,19.4,1280,500,175,1481,1948,8.3,58.5,0.6403,486.1792154
21/1/2005,11:00:00,4.2,1440,20.5,1311,482,183,1476,2022,9.3,54.5,0.6415,492.1849557
21/1/2005,12:00:00,4.5,1522,22.5,1365,464,189,1526,2104,10.2,53.1,0.6608,516.659433
21/1/2005,13:00:00,5.0,1517,24.0,1403,451,198,1579,2195,11.1,51.4,0.6790,539.8136402
21/1/2005,14:00:00,2.9,1300,13.9,1113,573,142,1291,1845,12.8,46.9,0.6919,510.7605675
21/1/2005,15:00:00,3.0,1401,16.8,1204,526,139,1401,1947,13.1,48.0,0.7181,535.3865334
21/1/2005,16:00:00,3.3,1551,20.2,1303,469,99,1520,2171,13.5,51.5,0.7930,583.6958236
21/1/2005,17:00:00,1.4,1411,16.4,1191,519,135,1426,1920,13.4,51.2,0.7808,574.1876994
21/1/2005,18:00:00,2.3,1434,18.0,1239,506,223,1458,1835,12.1,55.3,0.7777,604.5629648
21/1/2005,19:00:00,1.6,1489,20.3,1305,476,194,1547,1919,12.0,56.5,0.7924,611.9508761
21/1/2005,20:00:00,4.9,1835,38.1,1731,355,244,2083,2254,10.4,64.4,0.8123,713.3996276
21/1/2005,21:00:00,6.4,1804,35.7,1679,370,243,2005,2210,9.4,69.1,0.8150,705.2865
21/1/2005,22:00:00,3.5,1579,21.8,1345,459,230,1608,1961,8.9,71.0,0.8115,636.7686701
21/1/2005,23:00:00,1.7,1508,18.2,1246,496,207,1498,1791,8.1,73.8,0.7968,602.2503408
22/1/2005,00:00:00,2.6,1535,20.1,1300,483,223,1524,1725,7.3,76.8,0.7904,610.6840152
22/1/2005,01:00:00,1.6,1395,14.4,1131,552,216,1362,1553,7.3,76.7,0.7862,586.7573787
22/1/2005,02:00:00,1.5,1392,15.1,1153,542,198,1395,1506,7.1,77.3,0.7826,579.4985749
22/1/2005,03:00:00,0.9,1326,13.1,1087,571,,1333,1398,6.7,78.7,0.7779,444.9259716
22/1/2005,04:00:00,0.5,1297,11.5,1032,605,126,1297,1300,7.0,77.8,0.7848,550.5152731
22/1/2005,05:00:00,0.9,1331,13.7,1106,568,144,1322,1383,5.7,80.5,0.7416,527.3763078
22/1/2005,06:00:00,0.4,1288,11.6,1036,590,183,1242,1413,5.2,81.4,0.7276,518.5906752
22/1/2005,07:00:00,0.5,1322,13.2,1091,565,193,1307,1471,5.6,80.4,0.7349,531.6302734
22/1/2005,08:00:00,0.8,1390,15.6,1167,522,196,1392,1619,6.3,78.8,0.7544,551.5037498
22/1/2005,09:00:00,1.4,1443,16.9,1207,502,208,1431,1673,6.9,76.9,0.7682,570.0012325
22/1/2005,10:00:00,1.6,1496,18.5,1254,484,217,1472,1881,9.2,67.7,0.7900,600.1514127
22/1/2005,11:00:00,1.5,1439,16.6,1198,502,246,1426,1877,11.6,59.8,0.8152,626.3279741
22/1/2005,12:00:00,1.0,1432,15.0,1150,527,204,1393,1818,14.0,52.0,0.8288,625.3369853
22/1/2005,13:00:00,1.0,1398,15.0,1149,535,192,1417,1699,15.0,50.2,0.8495,642.4848276
22/1/2005,14:00:00,1.3,1380,16.9,1206,515,186,1500,1677,14.9,49.9,0.8394,640.6373328
22/1/2005,15:00:00,0.1,1022,7.0,857,770,133,1068,1088,15.8,33.8,0.6034,455.5112979
22/1/2005,16:00:00,,973,5.9,806,851,126,994,926,15.4,29.3,0.5068,291.0944845
22/1/2005,17:00:00,,951,7.1,862,823,138,972,961,14.4,25.7,0.4193,243.1817577
22/1/2005,18:00:00,0.1,987,8.6,925,776,148,1016,1066,13.4,27.2,0.4157,323.5665992
22/1/2005,19:00:00,0.4,1100,12.2,1057,687,167,1126,1241,12.2,28.7,0.4077,318.916892
22/1/2005,20:00:00,0.7,1064,12.6,1072,704,175,1103,1220,11.3,25.7,0.3422,272.2965769
22/1/2005,21:00:00,2.7,1316,21.1,1327,549,224,1328,1613,9.7,31.9,0.3848,316.0183287
22/1/2005,22:00:00,2.1,1262,16.9,1208,587,215,1219,1577,8.4,36.5,0.4035,319.4773157
22/1/2005,23:00:00,1.3,1259,15.1,1152,610,196,1165,1569,8.2,36.8,0.4016,311.5492168
23/1/2005,00:00:00,0.8,1166,10.1,981,697,195,993,1445,8.0,36.0,0.3872,294.3247723
23/1/2005,01:00:00,,1066,7.5,880,784,181,946,1240,7.0,39.9,0.4006,224.9076438
23/1/2005,02:00:00,,1051,7.6,883,783,150,978,1169,5.7,44.3,0.4093,223.2708089
23/1/2005,03:00:00,,992,5.9,808,849,,926,1052,4.7,46.6,0.4025,165.5283325
23/1/2005,04:00:00,,969,5.5,788,854,139,938,1006,4.2,50.8,0.4234,229.2946603
23/1/2005,05:00:00,,862,2.3,609,1101,74,810,757,4.6,45.1,0.3861,225.0075399
23/1/2005,06:00:00,,859,2.0,581,1112,73,829,753,2.7,53.3,0.4006,229.6639725
23/1/2005,07:00:00,,849,1.6,552,1165,77,812,737,3.1,51.0,0.3947,234.2676819
23/1/2005,08:00:00,,879,2.1,594,1119,98,839,792,2.5,54.1,0.4017,237.2365756
23/1/2005,09:00:00,,956,4.4,735,915,121,942,945,3.1,53.5,0.4123,224.458095
23/1/2005,10:00:00,,1039,6.4,828,791,162,987,1115,5.0,47.5,0.4180,223.4831403
23/1/2005,11:00:00,,1066,7.3,871,775,178,996,1131,5.8,43.4,0.4032,221.5293486
23/1/2005,12:00:00,,1124,8.7,927,722,206,1047,1242,7.1,42.8,0.4327,240.5302322
23/1/2005,13:00:00,,1160,9.2,948,712,191,1072,1289,7.9,41.6,0.4459,247.4483288
23/1/2005,14:00:00,,1110,7.9,896,737,175,1040,1276,8.1,41.2,0.4480,243.8924694
23/1/2005,15:00:00,,1138,9.0,940,706,169,1088,1359,8.3,41.3,0.4533,245.2404606
23/1/2005,16:00:00,,1095,7.0,857,756,180,1075,1020,8.9,49.1,0.5629,307.1835234
23/1/2005,17:00:00,,1045,3.7,694,911,124,1025,805,7.1,66.0,0.6678,362.5751655
23/1/2005,18:00:00,,1078,4.3,727,849,130,1057,857,5.7,75.1,0.6942,361.659064
23/1/2005,19:00:00,,1169,6.8,846,767,141,1157,942,5.4,77.6,0.7031,367.1019426
23/1/2005,20:00:00,,1174,8.7,926,674,157,1220,1020,5.4,78.2,0.7074,359.3369229
23/1/2005,21:00:00,,1075,4.7,749,827,123,1050,899,7.3,68.1,0.6979,361.7078492
23/1/2005,22:00:00,,1044,3.5,685,903,104,1042,860,5.8,74.4,0.6924,362.9408789
23/1/2005,23:00:00,,1110,5.4,782,798,134,1101,954,6.2,72.3,0.6887,355.399564
24/1/2005,00:00:00,,1086,4.4,733,848,105,1064,883,5.9,72.7,0.6791,348.5002458
24/1/2005,01:00:00,,1092,6.0,811,773,121,1129,966,5.0,76.5,0.6728,339.2799614
24/1/2005,02:00:00,0.1,1127,7.6,884,704,136,1173,983,4.0,80.4,0.6630,462.0662152
24/1/2005,03:00:00,,881,1.9,578,1017,,876,607,5.8,59.0,0.5493,233.7917469
24/1/2005,04:00:00,,831,1.0,498,1237,48,855,443,5.8,59.5,0.5519,336.1530448
24/1/2005,05:00:00,0.3,791,0.6,459,1421,40,809,390,6.6,51.3,0.5026,446.7502325
24/1/2005,06:00:00,0.5,836,1.2,520,1296,67,832,479,7.0,47.2,0.4745,406.6982645
24/1/2005,07:00:00,0.6,907,2.9,644,1028,104,902,732,6.6,47.9,0.4686,363.6903856
24/1/2005,08:00:00,1.8,1174,11.1,1018,688,169,1210,1149,7.2,49.8,0.5061,383.0231985
24/1/2005,09:00:00,2.0,1094,9.7,967,682,203,1147,1136,6.9,52.8,0.5293,397.112266
24/1/2005,10:00:00,1.4,992,5.7,800,797,183,1007,934,8.7,46.7,0.5249,393.3538412
24/1/2005,11:00:00,0.6,955,5.4,783,844,151,976,845,10.0,40.6,0.4971,376.3996257
24/1/2005,12:00:00,0.5,959,5.1,771,852,138,975,808,11.8,35.4,0.4877,369.6752177
24/1/2005,13:00:00,0.7,981,5.8,804,829,127,997,783,10.7,37.2,0.4788,359.0681379
24/1/2005,14:00:00,0.7,947,5.6,791,825,,963,785,10.9,34.9,0.4560,279.7047737
24/1/2005,15:00:00,1.1,1023,8.0,898,759,148,1034,899,10.7,33.1,0.4256,320.8044201
24/1/2005,16:00:00,1.3,1009,7.1,860,787,172,993,922,10.6,34.2,0.4375,334.5644423
24/1/2005,17:00:00,1.0,1007,7.6,884,780,163,1014,951,8.9,38.1,0.4341,330.0602423
24/1/2005,18:00:00,1.5,1054,10.4,992,715,180,1092,1051,7.8,39.7,0.4206,322.5844423
24/1/2005,19:00:00,1.5,1018,8.9,934,740,169,1014,967,7.3,42.2,0.4341,327.6597218
24/1/2005,20:00:00,1.2,976,7.3,870,795,152,971,861,6.9,42.5,0.4257,320.4246918
24/1/2005,21:00:00,0.3,872,3.6,689,970,107,866,631,6.6,43.2,0.4247,323.8626725
24/1/2005,22:00:00,,805,1.7,559,1183,75,781,466,6.4,41.7,0.4034,247.4998565
24/1/2005,23:00:00,,800,1.5,541,1250,58,779,407,6.1,42.6,0.4041,256.0014925
25/1/2005,00:00:00,,785,1.0,504,1306,57,760,387,5.9,41.8,0.3928,254.9838951
25/1/2005,01:00:00,,757,0.6,459,1447,44,735,337,5.7,41.5,0.3836,268.4911718
25/1/2005,02:00:00,,751,0.4,424,1583,29,726,303,5.5,42.4,0.3867,290.2344285
25/1/2005,03:00:00,,766,0.3,412,1651,,763,295,4.5,52.0,0.4436,304.4745994
25/1/2005,04:00:00,,759,0.2,399,1696,19,749,288,4.3,51.6,0.4323,342.4102693
25/1/2005,05:00:00,,758,0.2,388,1785,20,765,274,3.7,56.3,0.4530,376.8035104
25/1/2005,06:00:00,,761,0.1,383,1745,35,787,289,3.3,58.1,0.4559,371.6944897
25/1/2005,07:00:00,,762,0.4,434,1556,60,763,318,3.9,47.3,0.3862,288.9698123
25/1/2005,08:00:00,0.2,869,2.9,646,1068,115,876,476,4.3,45.9,0.3843,305.1056253
25/1/2005,09:00:00,0.7,938,5.4,785,853,157,969,704,4.2,50.1,0.4168,311.845379
25/1/2005,10:00:00,0.5,951,5.1,769,856,147,1000,735,3.4,62.7,0.4943,364.6128975
25/1/2005,11:00:00,0.4,892,3.8,702,935,188,924,735,5.0,51.4,0.4534,352.173616
25/1/2005,12:00:00,0.3,876,3.9,703,968,126,892,653,5.7,44.1,0.4063,313.0766537
25/1/2005,13:00:00,0.3,872,3.6,686,972,114,880,603,5.2,44.5,0.3968,301.9995259
25/1/2005,14:00:00,0.4,893,4.2,722,932,123,917,645,4.7,48.6,0.4194,316.6745712
25/1/2005,15:00:00,0.2,879,3.6,687,980,107,914,564,4.5,51.0,0.4327,329.0478591
25/1/2005,16:00:00,0.4,896,3.6,689,966,121,909,614,5.1,50.1,0.4432,337.4471338
25/1/2005,17:00:00,0.4,909,3.9,706,928,118,923,658,5.0,50.4,0.4430,330.7345915
25/1/2005,18:00:00,0.7,958,4.9,758,858,134,985,719,4.3,56.4,0.4721,345.9544635
25/1/2005,19:00:00,1.0,984,5.8,803,813,142,1012,772,4.3,56.7,0.4760,346.7612203
25/1/2005,20:00:00,1.1,991,6.1,814,790,133,1040,812,4.3,57.0,0.4771,342.1752862
25/1/2005,21:00:00,0.3,881,2.8,638,990,106,910,583,3.5,60.3,0.4782,356.8928115
25/1/2005,22:00:00,0.1,853,2.4,616,1071,87,870,491,4.1,52.5,0.4351,336.5551817
25/1/2005,23:00:00,,804,1.5,546,1194,67,796,400,3.9,50.6,0.4127,249.3994183
26/1/2005,00:00:00,,788,1.1,514,1285,55,771,354,3.9,47.7,0.3901,247.7230423
26/1/2005,01:00:00,,788,0.9,487,1346,49,769,329,4.0,47.8,0.3939,258.1355232
26/1/2005,02:00:00,,763,0.4,428,1532,30,757,296,3.9,50.9,0.4144,299.2882285
26/1/2005,03:00:00,,771,0.3,410,1622,,765,283,3.0,57.7,0.4423,294.8788353
26/1/2005,04:00:00,,747,0.2,390,1775,20,738,266,3.3,52.8,0.4137,341.8430164
26/1/2005,05:00:00,,744,0.1,383,1881,17,720,253,2.7,53.9,0.4062,354.9970981
26/1/2005,06:00:00,,774,0.5,441,1646,35,760,282,2.8,54.4,0.4110,321.2294805
26/1/2005,07:00:00,,800,0.9,492,1310,71,783,353,3.6,49.0,0.3915,252.9396651
26/1/2005,08:00:00,0.3,896,3.3,668,1043,136,887,519,3.3,50.2,0.3934,312.1992578
26/1/2005,09:00:00,0.6,913,4.4,733,902,163,901,681,3.5,47.5,0.3778,285.5984217
26/1/2005,10:00:00,0.3,871,2.8,638,1022,143,860,583,4.3,49.4,0.4136,322.3718117
26/1/2005,11:00:00,0.1,872,3.2,662,1007,134,874,628,4.5,48.4,0.4131,320.9170732
26/1/2005,12:00:00,0.1,858,2.7,634,1053,130,868,566,4.3,50.0,0.4199,331.0231069
26/1/2005,13:00:00,0.2,876,3.5,683,993,122,894,572,4.3,49.7,0.4166,321.1211673
26/1/2005,14:00:00,0.5,900,4.8,751,891,129,913,637,4.9,45.3,0.3955,295.2226419
26/1/2005,15:00:00,0.3,864,3.4,678,987,132,866,579,5.6,42.4,0.3884,300.7041739
26/1/2005,16:00:00,0.3,902,4.2,721,924,133,900,666,5.7,43.1,0.3984,301.775533
26/1/2005,17:00:00,0.3,916,4.2,720,912,126,922,707,4.8,49.7,0.4305,320.7398677
26/1/2005,18:00:00,1.0,1004,8.5,918,752,177,1033,990,5.1,43.0,0.3821,287.2742029
26/1/2005,19:00:00,1.4,1024,9.2,945,729,185,1073,1026,5.3,44.4,0.3970,298.972168
26/1/2005,20:00:00,1.4,1011,7.6,884,763,169,1048,910,4.9,47.9,0.4180,310.3086433
26/1/2005,21:00:00,1.1,1006,6.2,822,794,151,1025,897,4.7,50.8,0.4398,321.1625891
26/1/2005,22:00:00,0.4,913,2.9,645,966,114,922,651,4.6,54.8,0.4704,349.624348
26/1/2005,23:00:00,0.2,905,2.5,620,986,90,904,598,4.0,56.8,0.4688,344.1810467
27/1/2005,00:00:00,0.2,872,2.6,628,1009,87,857,560,4.2,46.8,0.3900,291.4625747
27/1/2005,01:00:00,0.2,843,2.2,597,1059,83,808,527,4.5,42.0,0.3571,271.8742372
27/1/2005,02:00:00,0.2,863,2.5,622,1025,74,826,574,4.1,42.1,0.3487,260.7825398
27/1/2005,03:00:00,,791,0.8,480,1259,,738,422,4.5,39.7,0.3379,172.8501821
27/1/2005,04:00:00,,769,0.3,412,1481,28,727,326,4.4,42.2,0.3571,247.2022808
27/1/2005,05:00:00,0.4,778,0.3,417,1531,26,745,312,4.1,45.9,0.3804,349.0497684
27/1/2005,06:00:00,0.5,801,0.7,470,1313,61,762,382,4.3,42.5,0.3556,298.4926346
27/1/2005,07:00:00,0.7,827,1.4,533,1198,91,775,488,4.6,38.1,0.3267,266.1073005
27/1/2005,08:00:00,1.9,1038,6.6,837,822,184,972,915,4.6,39.4,0.3367,256.6317129
27/1/2005,09:00:00,2.4,1040,8.4,917,739,204,1038,1021,4.8,41.9,0.3634,274.8017436
27/1/2005,10:00:00,2.0,980,5.5,790,839,185,934,897,5.9,40.2,0.3760,285.8421271
27/1/2005,11:00:00,1.3,912,3.5,683,961,125,872,699,7.0,38.4,0.3861,295.5239994
27/1/2005,12:00:00,1.0,887,3.0,649,1009,104,854,588,6.6,40.2,0.3944,303.0987537
27/1/2005,13:00:00,1.2,922,4.1,716,930,115,893,643,6.6,41.2,0.4046,305.6289164
27/1/2005,14:00:00,1.5,928,4.7,748,900,126,900,685,7.3,36.8,0.3779,286.046156
27/1/2005,15:00:00,1.3,921,4.5,736,921,125,881,673,7.3,35.0,0.3584,273.4220261
27/1/2005,16:00:00,1.5,905,4.7,747,924,139,850,691,7.0,33.5,0.3367,260.2254664
27/1/2005,17:00:00,1.5,906,5.1,769,913,142,865,726,6.5,32.4,0.3155,244.2288345
27/1/2005,18:00:00,2.1,981,7.7,886,819,170,928,912,5.7,33.9,0.3131,242.4019702
27/1/2005,19:00:00,2.6,1053,10.3,987,750,195,1025,1048,5.0,36.1,0.3178,248.483176
27/1/2005,20:00:00,3.0,1086,11.5,1032,717,202,1049,1136,4.7,38.3,0.3306,258.5637481
27/1/2005,21:00:00,2.0,967,6.0,811,863,168,911,909,4.5,39.9,0.3390,260.2058143
27/1/2005,22:00:00,1.4,902,3.6,689,995,128,838,719,4.3,41.1,0.3451,268.1166613
27/1/2005,23:00:00,1.3,916,4.3,725,953,115,855,746,4.0,43.1,0.3551,270.5018536
28/1/2005,00:00:00,1.2,895,3.4,677,999,111,827,700,3.7,46.0,0.3701,283.6271556
28/1/2005,01:00:00,1.1,866,2.4,613,1075,97,810,579,3.3,47.4,0.3716,289.0558937
28/1/2005,02:00:00,0.9,861,2.0,585,1120,77,807,553,3.0,49.1,0.3774,295.0239729
28/1/2005,03:00:00,0.8,845,1.4,534,1146,,781,519,3.5,48.0,0.3822,255.8721905
28/1/2005,04:00:00,0.6,849,1.2,522,1158,51,779,467,3.6,48.0,0.3835,296.0726615
28/1/2005,05:00:00,0.5,818,0.9,486,1282,49,781,422,4.0,47.8,0.3919,322.6475683
28/1/2005,06:00:00,0.6,864,1.6,554,1159,79,819,545,4.1,48.1,0.3975,316.2402978
28/1/2005,07:00:00,0.7,856,1.7,559,1138,92,810,556,4.1,47.4,0.3926,310.9825772
28/1/2005,08:00:00,1.6,1024,6.2,823,827,167,992,879,4.2,48.7,0.4073,306.2772212
28/1/2005,09:00:00,2.2,1050,8.2,909,742,206,1055,993,4.1,49.8,0.4117,310.2786933
28/1/2005,10:00:00,1.8,984,6.4,832,822,184,966,892,4.3,48.4,0.4043,307.0790328
28/1/2005,11:00:00,1.5,990,5.9,808,838,176,975,901,4.6,49.7,0.4271,323.5478566
28/1/2005,12:00:00,1.8,970,5.7,798,842,191,941,874,4.5,49.6,0.4210,320.889299
28/1/2005,13:00:00,1.4,943,5.3,781,871,147,925,722,4.4,48.4,0.4087,307.7089778
28/1/2005,14:00:00,2.1,994,7.3,871,793,174,997,836,4.7,47.2,0.4075,307.9228852
28/1/2005,15:00:00,1.6,932,5.1,767,888,167,920,669,4.2,49.5,0.4118,314.7423567
28/1/2005,16:00:00,1.3,891,3.9,706,949,138,860,600,3.4,50.7,0.3991,303.5524019
28/1/2005,17:00:00,1.9,,,,,164,,,,,,178664
28/1/2005,18:00:00,2.4,,,,,190,,,,,,176524
28/1/2005,19:00:00,3.0,,,,,198,,,,,,175764
28/1/2005,20:00:00,1.9,,,,,155,,,,,,179408
28/1/2005,21:00:00,1.8,,,,,153,,,,,,179628
28/1/2005,22:00:00,1.1,,,,,110,,,,,,183200
28/1/2005,23:00:00,1.1,,,,,91,,,,,,184712
29/1/2005,00:00:00,1.1,,,,,105,,,,,,183608
29/1/2005,01:00:00,1.0,,,,,85,,,,,,185156
29/1/2005,02:00:00,0.7,793,0.8,480,1306,60,745,376,1.9,49.7,0.3528,293.3184682
29/1/2005,03:00:00,0.6,790,0.6,455,1376,,751,336,1.6,52.9,0.3692,278.3229188
29/1/2005,04:00:00,0.5,776,0.5,445,1460,34,737,330,1.4,53.8,0.3687,326.4493281
29/1/2005,05:00:00,0.5,766,0.5,448,1494,31,734,321,1.0,54.7,0.3657,329.5091952
29/1/2005,06:00:00,0.4,774,0.6,458,1473,37,735,334,1.4,52.3,0.3591,322.1690208
29/1/2005,07:00:00,0.5,801,0.9,494,1324,58,754,395,1.6,51.0,0.3561,300.1849616
29/1/2005,08:00:00,0.8,847,2.0,586,1163,92,814,473,1.4,53.1,0.3642,293.0734458
29/1/2005,09:00:00,1.1,874,2.8,641,1022,110,857,553,1.7,54.1,0.3785,287.6010575
29/1/2005,10:00:00,1.1,879,2.8,642,1027,101,836,545,2.5,51.0,0.3778,287.7465748
29/1/2005,11:00:00,1.1,888,3.0,652,1025,96,833,547,2.9,48.7,0.3706,282.8633074
29/1/2005,12:00:00,1.1,873,2.4,610,1051,102,819,527,3.6,45.8,0.3674,281.8605709
29/1/2005,13:00:00,1.1,877,2.5,618,1027,96,830,505,3.1,48.1,0.3722,280.7777567
29/1/2005,14:00:00,1.2,893,3.0,653,987,102,845,550,3.4,46.6,0.3668,274.4433206
29/1/2005,15:00:00,1.0,866,2.2,602,1071,88,809,465,3.7,45.8,0.3697,284.337413
29/1/2005,16:00:00,1.2,873,2.6,629,1049,87,817,467,4.4,43.7,0.3688,283.5600269
29/1/2005,17:00:00,1.3,911,3.4,676,998,115,855,555,4.0,44.9,0.3689,283.4620263
29/1/2005,18:00:00,1.4,908,3.0,653,980,118,847,551,3.3,46.8,0.3671,275.7499029
29/1/2005,19:00:00,1.3,907,3.1,657,981,134,844,569,3.1,48.1,0.3707,281.2985024
29/1/2005,20:00:00,1.4,925,3.4,678,960,125,861,594,2.8,49.0,0.3700,277.6326257
29/1/2005,21:00:00,1.5,920,2.9,649,983,140,849,598,3.1,47.4,0.3661,278.232534
29/1/2005,22:00:00,1.0,865,1.7,561,1102,83,791,434,2.9,49.0,0.3725,286.0200885
29/1/2005,23:00:00,1.0,867,1.6,553,1136,73,792,412,2.8,49.1,0.3726,289.7110379
30/1/2005,00:00:00,1.1,900,2.3,604,1051,92,815,469,2.9,49.7,0.3782,287.2668593
30/1/2005,01:00:00,1.3,901,2.2,599,1023,109,825,515,3.8,46.5,0.3762,283.314111
30/1/2005,02:00:00,1.0,863,1.7,560,1107,82,787,430,3.2,46.9,0.3658,281.8639172
30/1/2005,03:00:00,1.1,884,2.2,599,1065,,813,503,3.1,45.2,0.3504,227.2258693
30/1/2005,04:00:00,,873,1.8,565,1097,83,793,494,3.1,44.8,0.3473,196.4842941
30/1/2005,05:00:00,0.6,806,0.6,459,1322,50,728,368,3.1,44.4,0.3420,284.5491736
30/1/2005,06:00:00,0.5,801,0.6,454,1374,44,727,348,3.0,43.4,0.3337,285.2062932
30/1/2005,07:00:00,0.4,790,0.4,431,1439,49,722,354,2.8,43.8,0.3308,291.362649
30/1/2005,08:00:00,0.5,805,0.7,465,1358,62,736,382,2.7,43.2,0.3259,279.1485529
30/1/2005,09:00:00,0.7,843,1.2,520,1202,85,762,450,3.3,42.3,0.3299,265.9942502
30/1/2005,10:00:00,0.8,849,1.4,537,1148,82,757,460,4.6,39.0,0.3330,262.2594231
30/1/2005,11:00:00,0.8,872,2.0,583,1126,77,765,441,5.6,37.5,0.3426,271.2185184
30/1/2005,12:00:00,1.0,890,2.0,585,1097,92,776,454,7.2,34.2,0.3488,275.3241641
30/1/2005,13:00:00,0.9,874,1.6,552,1128,95,760,415,6.9,35.6,0.3561,282.9039576
30/1/2005,14:00:00,0.9,863,1.6,553,1133,95,742,419,8.2,30.1,0.3281,262.8605218
30/1/2005,15:00:00,0.9,840,1.8,566,1176,76,717,368,7.6,27.9,0.2927,239.1839358
30/1/2005,16:00:00,1.0,845,1.8,569,1151,95,709,397,7.9,25.9,0.2774,225.7607205
30/1/2005,17:00:00,1.0,888,2.6,625,1062,118,763,510,7.8,28.3,0.3017,240.1885568
30/1/2005,18:00:00,1.1,845,2.0,582,1120,123,719,473,6.3,28.8,0.2772,224.1857436
30/1/2005,19:00:00,1.2,880,2.8,641,1077,140,759,537,5.4,30.1,0.2726,221.029119
30/1/2005,20:00:00,1.6,917,3.9,708,972,163,787,670,5.0,31.1,0.2730,215.0395915
30/1/2005,21:00:00,1.7,927,4.1,715,965,164,797,711,4.6,33.8,0.2898,227.7954835
30/1/2005,22:00:00,1.1,868,2.4,615,1095,120,752,551,4.3,36.6,0.3064,245.0442983
30/1/2005,23:00:00,1.3,932,3.5,685,996,130,820,670,4.0,39.0,0.3203,248.5453139
31/1/2005,00:00:00,1.7,971,4.6,741,901,145,864,771,2.9,42.8,0.3276,245.6195515
31/1/2005,01:00:00,1.5,891,3.0,650,987,126,782,586,3.4,38.9,0.3076,232.9359335
31/1/2005,02:00:00,0.8,806,1.0,495,1282,61,685,355,4.0,36.4,0.2982,247.8830446
31/1/2005,03:00:00,0.5,787,0.5,446,1395,,657,310,4.0,36.4,0.2989,229.3993911
31/1/2005,04:00:00,0.4,791,0.4,435,1486,37,668,292,3.7,37.7,0.3024,273.094192
31/1/2005,05:00:00,0.4,787,0.3,415,1474,37,667,293,3.4,38.9,0.3075,273.7909245
31/1/2005,06:00:00,0.4,814,0.6,449,1363,50,674,328,3.7,37.5,0.3012,256.3985852
31/1/2005,07:00:00,0.7,844,1.4,538,1164,109,726,479,3.7,35.2,0.2833,227.7210779
31/1/2005,08:00:00,1.8,1049,7.1,863,826,198,923,979,3.7,33.9,0.2732,211.8696818
31/1/2005,09:00:00,,1201,14.0,1116,617,,1130,1469,4.4,38.8,0.3280,129.8739381
31/1/2005,10:00:00,3.5,1293,15.1,1153,602,283,1141,1667,6.6,34.4,0.3359,269.9989626
31/1/2005,11:00:00,2.8,1121,12.5,1066,683,256,1040,1378,10.0,22.4,0.2753,224.0036126
31/1/2005,12:00:00,3.1,1112,12.8,1078,683,261,1028,1426,11.9,18.6,0.2581,213.2027398
31/1/2005,13:00:00,2.5,1060,11.9,1048,707,181,983,1246,12.5,17.2,0.2477,197.3166515
31/1/2005,14:00:00,2.7,1056,11.7,1040,711,194,976,1187,13.2,17.3,0.2606,209.5020361
31/1/2005,15:00:00,2.9,1131,14.7,1139,643,214,1097,1363,13.5,18.7,0.2872,233.1145118
31/1/2005,16:00:00,3.2,1162,15.7,1170,618,204,1131,1425,14.1,18.2,0.2908,234.9834891
31/1/2005,17:00:00,4.1,1283,21.1,1328,552,228,1294,1722,13.0,20.3,0.3030,253.2297239
31/1/2005,18:00:00,6.1,1414,27.4,1490,488,270,1433,2051,10.4,24.7,0.3116,271.2053896
31/1/2005,19:00:00,6.8,1486,30.8,1570,455,285,1557,2179,8.6,29.8,0.3344,295.2882611
31/1/2005,20:00:00,6.8,1523,29.2,1533,456,282,1532,2214,7.3,36.8,0.3771,326.359908
31/1/2005,21:00:00,3.7,1283,15.0,1149,587,235,1148,1799,6.3,39.4,0.3795,294.2758783
31/1/2005,22:00:00,2.1,1109,7.1,863,737,208,960,1527,5.4,43.5,0.3922,290.4210483
31/1/2005,23:00:00,1.4,1055,5.4,782,798,161,940,1377,5.1,45.6,0.4056,293.862667
1/2/2005,00:00:00,1.3,1038,4.8,756,813,146,921,1317,4.2,49.4,0.4120,294.3378825
1/2/2005,01:00:00,1.1,996,3.8,698,871,123,894,1228,4.1,50.1,0.4150,296.8846985
1/2/2005,02:00:00,1.0,995,3.5,680,879,109,904,1201,4.1,51.5,0.4263,301.808218
1/2/2005,03:00:00,0.9,1000,3.3,670,868,,917,1158,3.7,57.5,0.4621,265.3973351
1/2/2005,04:00:00,0.8,1042,3.6,688,814,115,935,1204,2.5,64.8,0.4807,324.8008172
1/2/2005,05:00:00,0.9,1042,3.8,701,795,114,945,1216,1.8,68.9,0.4878,325.8461683
1/2/2005,06:00:00,1.1,1024,4.2,724,814,122,944,1198,2.0,64.9,0.4661,321.155989
1/2/2005,07:00:00,1.6,1147,7.7,886,702,149,1056,1381,2.2,65.3,0.4730,329.7923726
1/2/2005,08:00:00,3.7,1496,20.0,1298,492,187,1441,1873,3.1,64.0,0.4938,370.2921004
1/2/2005,09:00:00,4.8,1541,22.1,1353,449,198,1492,2112,3.7,61.7,0.4967,374.5623804
1/2/2005,10:00:00,4.1,1491,17.2,1215,503,196,1343,2038,4.4,58.8,0.4979,366.0800794
1/2/2005,11:00:00,4.5,1533,21.4,1334,466,218,1434,2118,5.8,54.1,0.5020,386.7391939
